AIRPORT_ID,YEAR,FIVEDAY,AIRPORT_LATITUDE,AIRPORT_LONGITUDE,RESPONSE,WND_mean,CIG_mean,VIS_mean,TMP_mean,DEW_mean,SLP_mean,RAIN_mean,WND_sd,CIG_sd,VIS_sd,TMP_sd,DEW_sd,SLP_sd,RAIN_sd
KSMF,2009,20,38.69542,-121.59077,0.0010204081632653,34.53521126760563,9765.894366197183,14614.042253521127,125.2394366197183,66.04929577464789,10147.233333333334,2.5877862595419847,17.54292080933005,10213.616944454749,3525.8474216498903,42.50872744390507,32.110254976842754,26.63880196833405,9.609986975903794
KSMF,2009,21,38.69542,-121.59077,0.0021459227467811,39.17886178861789,22000.0,15913.105691056911,129.28688524590163,40.16393442622951,10165.25,0.128,31.35519213947974,0.0,1468.0700156004318,49.29427229534096,63.759408400635046,43.607733875788185,0.967004019740119
KSMF,2009,22,38.69542,-121.59077,0.0021436227224008,18.033333333333335,22000.0,16066.183333333332,176.16666666666666,71.89166666666667,10196.941666666668,0.0,15.897747492967051,0.0,293.76186500860507,79.11701081663934,43.114230884499186,24.99051780960402,0.0
KSMF,2009,23,38.69542,-121.59077,0.002127659574468,34.12096774193548,20421.217741935485,15921.048387096775,185.33870967741936,80.7258064516129,10126.7,0.128,24.69804400995451,5354.305228566847,1245.2659744942644,78.76298572472193,39.92336942410568,33.38232813829531,0.8796626919523773
KSMF,2009,24,38.69542,-121.59077,0.0,44.46666666666667,20647.883333333335,15958.916666666666,127.275,41.18333333333333,10174.116666666667,0.0,25.27892580067149,5082.169814153001,535.2053965783698,46.95589965707231,15.808721841898219,30.057698948963278,0.0
KSMF,2009,25,38.69542,-121.59077,0.0010649627263045,45.94326241134752,7008.893617021276,14072.851063829787,156.11347517730496,116.0,10173.866666666667,3.801470588235294,21.956051248425922,9006.549825941855,4102.434951057676,26.749390433263436,28.68673162680914,18.31146646015983,15.200789381520647
KSMF,2009,26,38.69542,-121.59077,0.0010615711252653,32.534351145038165,19683.045801526718,14635.732824427481,187.74809160305344,84.50381679389314,10159.05,0.064,21.62025322200092,6725.920242284947,4319.9933632862585,63.19850819946383,40.837647420713196,31.135877330544773,0.7155417527999325
KSMF,2009,27,38.69542,-121.59077,0.0,28.291666666666668,22000.0,16093.0,206.3,69.78333333333333,10140.85,0.0,16.136703730406442,0.0,0.0,65.56126136367907,40.424467034384094,18.71486624284005,0.0
KSMF,2009,28,38.69542,-121.59077,0.0031612223393045,30.858333333333334,22000.0,16093.0,236.50833333333333,104.8,10106.775,0.0,21.15143312518799,0.0,0.0,79.61250649537541,31.836662972800678,13.707301924536692,0.0
KSMF,2009,29,38.69542,-121.59077,0.001082251082251,39.072,20961.544,15835.552,180.048,83.184,10113.5,0.0,20.464830571558135,4643.366785523541,775.4754676346795,67.78236710474619,23.44533243319927,14.592504119259146,0.0
KSMF,2009,30,38.69542,-121.59077,0.0020661157024793,33.983333333333334,22000.0,16066.183333333332,228.19166666666666,110.41666666666667,10104.75,0.0,17.780162363416924,0.0,206.84638815149017,70.32927308497553,14.60550335631458,18.657573315328204,0.0
KSMF,2009,31,38.69542,-121.59077,0.002008032128514,45.30534351145038,18096.36641221374,16043.862595419847,189.29007633587787,110.6030534351145,10110.741666666667,1.1085271317829457,19.19330537524077,7889.235110829191,562.4033012727101,52.83799456824726,11.228178418818214,13.526504224174051,8.042116005440436
KSMF,2009,32,38.69542,-121.59077,0.0040444893832153,47.09166666666667,19763.291666666668,16093.0,184.90833333333333,98.0,10113.941666666668,0.872,16.134412220563885,6182.966905503524,0.0,46.834411652607926,7.573727255309296,16.99149358772735,9.749256381899086
KSMF,2009,33,38.69542,-121.59077,0.0,44.8130081300813,20517.357723577235,16093.0,185.3252032520325,109.04878048780488,10123.216666666667,0.0,13.85128838979647,5307.455483284858,0.0,43.11868788397206,8.947802787841718,10.47861634760131,0.0
KSMF,2009,34,38.69542,-121.59077,0.0019398642095053,35.98360655737705,22000.0,15944.606557377048,221.44262295081967,120.50819672131148,10098.55,0.0,18.201345698391457,0.0,1241.621903544555,62.00507166411092,16.221731114701512,25.781189807671026,0.0
KSMF,2009,35,38.69542,-121.59077,0.0,34.825,21840.8,16079.591666666667,227.33333333333334,93.45,10066.266666666666,0.0,22.876233492940425,1743.9486230964499,146.88093250430202,64.93931664206494,23.50642679865096,26.263606584250336,0.0
KSMF,2009,36,38.69542,-121.59077,0.002,30.375,22000.0,15985.725,258.8,121.51666666666667,10094.766666666666,0.0,19.451755661619018,0.0,580.139072901975,80.71379043500899,26.72549009332273,19.310263450037777,0.0
KSMF,2009,37,38.69542,-121.59077,0.001031991744066,42.175,22000.0,16039.366666666667,234.36666666666667,112.45378151260505,10090.016666666666,0.0,13.449977351516342,0.0,290.03534798578005,71.07552301593563,17.729487024594036,25.265974506978115,0.0
KSMF,2009,38,38.69542,-121.59077,0.0174927113702623,43.05882352941177,22000.0,16093.0,207.15833333333333,98.28333333333333,10123.716666666667,0.0,18.498874962423358,0.0,0.0,60.96920228649036,19.655086083850804,14.589154100460053,0.0
KSMF,2009,39,38.69542,-121.59077,0.0188118811881188,39.84166666666667,22000.0,16093.0,238.49166666666667,90.825,10132.541666666666,0.0,15.129133692135506,0.0,0.0,66.64442153375352,24.20072312969181,19.867585116852275,0.0
KSMF,2009,40,38.69542,-121.59077,0.0049504950495049,28.783333333333335,22000.0,16079.591666666667,279.475,112.58333333333333,10119.433333333332,0.0,12.817519085931076,0.0,146.88093250430165,72.6168675569355,24.519100197800977,20.569919023357222,0.0
KSMF,2009,41,38.69542,-121.59077,0.0076849183477425,45.608333333333334,22000.0,15972.308333333332,228.66666666666666,122.20833333333333,10105.0,0.0,12.410551104261431,0.0,665.0825032012383,70.05296115758973,10.99648212146135,14.935716596537334,0.0
KSMF,2009,42,38.69542,-121.59077,0.0049554013875123,36.70247933884298,22000.0,16079.702479338843,233.83471074380165,126.58677685950413,10105.825,0.0,21.05732043261091,0.0,146.27272727272725,76.5124550980033,15.119341598036828,26.38743732800925,0.0
KSMF,2009,43,38.69542,-121.59077,0.0049504950495049,48.083333333333336,22000.0,16093.0,212.925,128.2,10115.7,0.0,14.240186556547144,0.0,0.0,61.598614316511096,16.62720257728938,17.912767147786052,0.0
KSMF,2009,44,38.69542,-121.59077,0.0039215686274509,38.675,22000.0,16093.0,212.83333333333334,115.375,10144.166666666666,0.0,18.22140328885583,0.0,0.0,55.46432471892731,13.316485328817253,14.169047418999996,0.0
KSMF,2009,45,38.69542,-121.59077,0.0009708737864077,24.125,22000.0,15865.058333333332,260.80833333333334,122.31666666666666,10124.108333333334,0.0,16.56084401900606,0.0,731.4363593841451,66.54363524903688,20.200666988461336,14.136070932212117,0.0
KSMF,2009,46,38.69542,-121.59077,0.001,30.008333333333333,22000.0,16039.366666666667,241.21666666666667,100.21008403361344,10106.2,0.0,16.419652005715452,0.0,290.0353479857801,66.32643785507719,24.680972548201623,17.40018352071665,0.0
KSMF,2009,47,38.69542,-121.59077,0.0010362694300518,43.75,22000.0,16093.0,232.59166666666667,126.49166666666666,10092.625,0.0,21.639618971777143,0.0,0.0,64.4051639238347,15.997896833060013,18.306936050662227,0.0
KSMF,2009,48,38.69542,-121.59077,0.0,26.554621848739497,22000.0,15784.6,220.875,90.83333333333333,10137.325,0.0,17.769569054698202,0.0,939.7802836368755,73.60404657536778,27.782871615116985,18.38759286661913,0.0
KSMF,2009,49,38.69542,-121.59077,0.0010493179433368,37.9,21847.15,16066.183333333332,245.55833333333334,116.53333333333333,10104.741666666667,0.0,23.058347619853063,1674.3878582932928,293.76186500860416,68.09925971454805,16.282141236621793,23.589805458474196,0.0
KSMF,2009,50,38.69542,-121.59077,0.0,33.291666666666664,22000.0,16066.183333333332,230.40833333333333,103.78333333333333,10124.666666666666,0.0,16.75397649190534,0.0,206.84638815148898,66.37776987315355,23.526914083119998,22.297203100535594,0.0
KSMF,2009,51,38.69542,-121.59077,0.0,25.39344262295082,22000.0,16040.245901639344,243.08196721311475,94.88524590163935,10109.458333333334,0.0,15.407177342726808,0.0,354.35613386981714,68.0779317848162,22.62018287016107,27.64021422813161,0.0
KSMF,2009,52,38.69542,-121.59077,0.0020060180541624,31.770491803278688,19679.032786885247,15868.762295081968,208.00819672131146,134.69672131147541,10127.058333333332,0.6031746031746031,20.910587648107565,6476.916989190653,1246.7687628377914,52.32013595618209,13.530430560216155,38.77868595754455,2.942323884495016
KSMF,2009,53,38.69542,-121.59077,0.0,25.058333333333334,22000.0,16093.0,250.70833333333334,111.33333333333333,10115.675,0.0,18.42965085975112,0.0,0.0,68.99341045545225,36.62536507595217,20.622319026162977,0.0
KSMF,2009,54,38.69542,-121.59077,0.0,15.358333333333333,22000.0,16012.541666666666,247.44166666666666,103.73333333333333,10115.433333333332,0.0,12.998898358838618,0.0,546.0104640212745,77.10091562670439,20.175587766820936,17.519608862011175,0.0
KSMF,2009,55,38.69542,-121.59077,0.0029527559055118,38.50833333333333,21839.525,16012.55,186.33333333333334,42.516666666666666,10129.975,0.0,25.58130745909064,1757.9155483128309,352.14375526160995,58.8330972610939,45.69353214134164,56.149479744963216,0.0
KSMF,2009,56,38.69542,-121.59077,0.0,21.958333333333332,21220.5,16066.183333333332,153.13333333333333,22.783333333333335,10097.958333333334,0.0,15.10767840466269,3754.316686364192,206.84638815148926,59.46228708546429,21.69350417173998,40.68765960653855,0.0
KSMF,2009,57,38.69542,-121.59077,0.0,32.96666666666667,20455.826446280993,15920.123966942148,152.35537190082644,80.97520661157024,10118.033333333333,0.0,15.151300431378974,5470.591129968932,743.2654367748664,49.85209114706763,13.227788181146886,41.00090864607373,0.0
KSMF,2009,58,38.69542,-121.59077,0.0010438413361169,45.29251700680272,10094.57142857143,13115.272108843537,176.99319727891157,147.21768707482994,10124.516666666666,12.434782608695652,43.2747214775988,10365.932661618323,5054.264585554668,33.497801317878256,20.78939304325372,76.2388973411053,60.867206963430135
KSMF,2009,59,38.69542,-121.59077,0.001004016064257,29.458904109589042,17776.883561643837,13549.582191780823,152.26027397260273,121.43150684931507,10148.4,1.4772727272727273,19.595610596580315,8517.618155418862,4661.2702512584365,39.36619498390249,21.92617945060091,18.726873693156495,6.768208022323855
KSMF,2009,60,38.69542,-121.59077,0.0031914893617021,34.48760330578512,21837.07438016529,15680.760330578512,168.1487603305785,88.86776859504133,10156.725,0.072,37.09045602813014,1792.1818181818182,1109.5556469806086,46.759074191901476,47.151872028718785,13.463278722123585,0.4609947169244546
KSMF,2009,61,38.69542,-121.59077,0.0010649627263045,32.358333333333334,22000.0,15717.5,129.10833333333332,35.19166666666667,10192.141666666666,0.0,33.20164920307304,0.0,1585.249676806504,50.767520191974874,47.861722365446845,16.682046825088868,0.0
KSMF,2009,62,38.69542,-121.59077,0.0010172939979654,17.1171875,19138.612403100775,14698.945736434109,143.06976744186048,100.79069767441861,10167.857142857143,0.06315789473684211,15.617787705528615,7137.790426786146,3119.6515237835397,46.92750160595323,19.143648758549073,22.367987761829266,0.43296420951266285
KSMF,2009,63,38.69542,-121.59077,0.004381161007667,16.630769230769232,19900.1,14709.684615384615,110.65384615384616,61.723076923076924,10179.716666666667,0.04838709677419355,15.096145851134843,6328.995508981912,3656.895849809045,43.24272785364275,28.43488832719556,17.724399615691535,0.3794484381711528
KSMF,2009,64,38.69542,-121.59077,0.003257328990228,18.983333333333334,19679.483333333334,15918.683333333332,90.9,24.241666666666667,10178.958333333334,0.128,17.969153463379296,6414.12433288466,685.4279284491112,47.37626963332748,30.546560640222303,46.430827891731475,0.8796626919523775
KSMF,2009,65,38.69542,-121.59077,0.0032362459546925,30.27972027972028,16317.727272727272,12542.475524475525,81.4055944055944,46.30769230769231,10178.625,2.819548872180451,21.239547750684327,9484.423589204678,5334.524796123178,41.233829568408844,27.756798626447647,30.35505924633921,11.200537450894098
KSMF,2009,66,38.69542,-121.59077,0.0011111111111111,13.938461538461539,18990.723076923077,13382.038461538461,85.96153846153847,50.56153846153846,10210.183333333332,0.0,18.19606987387931,7307.648203341783,4367.283716513588,45.82142687002976,21.306549506627167,16.130759453919055,0.0
KSMF,2009,67,38.69542,-121.59077,0.0,41.41269841269841,19565.166666666668,14004.833333333334,98.55555555555556,27.793650793650794,10168.0,0.48412698412698413,39.71765750217802,6655.645391695686,3636.984979347592,46.758195954173516,39.72854237654686,22.46603411988073,3.241565367495469
KSMF,2009,68,38.69542,-121.59077,0.0011074197120708,20.025806451612905,16013.922580645161,9690.896774193548,52.729032258064514,17.81290322580645,10156.1,0.0,22.955051614788857,9699.23302934844,5994.236602255595,42.90056604800468,37.374167600820364,40.995675115203845,0.0
KSMF,2009,69,38.69542,-121.59077,0.0,25.06474820143885,11548.402877697841,14032.25179856115,25.20863309352518,-11.172661870503598,10155.741666666667,2.601503759398496,15.353425068992962,10578.789849368082,3775.176667511159,33.948911920440025,34.27043515148001,59.45968139407273,7.458917633747618
KSMF,2009,70,38.69542,-121.59077,0.0044692737430167,21.538888888888888,4751.427777777778,9443.522222222222,92.76666666666667,80.2388888888889,10167.7,5.688741721854305,18.646180398442798,8239.175285537762,5534.888992700268,21.847644108064042,14.757769997355554,71.29705876286353,19.907849517368295
KSMF,2009,71,38.69542,-121.59077,0.013029315960912,16.69277108433735,6295.439759036145,5778.042168674699,87.62650602409639,76.68072289156626,10211.816666666668,0.7874015748031497,15.81126014668242,9614.981684502507,4570.573996646055,21.3576816602356,16.645698017943378,31.900313039043315,4.831493773512446
KSMF,2009,72,38.69542,-121.59077,0.0,24.036231884057973,20182.890510948906,12049.40579710145,50.2992700729927,13.328467153284672,10187.6,0.512,24.522121525101024,5897.607784815147,5669.198933663838,41.37638658837126,24.700889924743212,33.59831928569405,3.6557863987859562
KSMF,2009,73,38.69542,-121.59077,0.0021762785636561,22.042944785276074,7472.141104294478,7207.325153374233,67.11656441717791,54.96319018404908,10222.816666666668,0.5813953488372093,17.323127227891696,9593.513446998675,4625.811370783195,28.935729683583965,22.824583230290237,29.1780921998959,2.1494827663395446
KSMF,2010,1,38.69542,-121.59077,0.0088593576965669,17.550295857988164,4674.80473372781,6970.508875739645,86.12426035502959,74.15384615384616,10237.941666666668,0.35714285714285715,15.721880129071694,8588.695665204423,6084.421499008707,25.258472238767215,18.834808201837365,20.328931998273763,1.4392458342578487
KSMF,2010,2,38.69542,-121.59077,0.0055803571428571,9.994565217391305,1107.4153005464482,3898.6358695652175,72.88524590163935,65.14754098360656,10222.616666666667,0.25396825396825395,11.423060408644806,4490.657348315987,3034.4850506176813,8.89887947136006,8.167550506893223,12.292091693739055,1.6682278402496844
KSMF,2010,3,38.69542,-121.59077,0.0020682523267838,24.01290322580645,10718.122580645162,9777.916129032257,94.52258064516128,78.15483870967742,10208.15,3.007751937984496,19.403101605314507,10695.902719797425,5724.588871933096,32.35323213622808,20.52054464211127,40.71269494164938,14.27711024465331
KSMF,2010,4,38.69542,-121.59077,0.0022779043280182,62.51724137931034,4752.316091954023,8681.28735632184,93.816091954023,75.45402298850574,10041.15,12.452054794520548,43.79639229974532,7918.965892528061,5715.6051356998105,19.62187568628808,14.335600252136773,93.85163062743537,33.991496338568375
KSMF,2010,5,38.69542,-121.59077,0.0022421524663677,32.917808219178085,5780.232876712329,14795.123287671233,73.75342465753425,56.15068493150685,10055.841666666667,6.681481481481481,23.013491350259827,8464.275802201817,2865.849655296713,17.360502791001004,12.318386854618884,151.15521522473375,33.01167858746307
KSMF,2010,6,38.69542,-121.59077,0.0033003300330033,21.76829268292683,11800.493902439024,9805.524390243903,83.71951219512195,69.36585365853658,10158.95,1.3015873015873016,17.73720832122056,10628.463624260681,5978.673085083111,28.007349776056607,18.836729683158033,21.237690453490774,8.542851834154533
KSMF,2010,7,38.69542,-121.59077,0.001063829787234,18.485915492957748,15946.401408450703,11949.408450704226,90.37323943661971,70.21830985915493,10126.858333333334,0.18253968253968253,14.000879362196992,9081.64261398922,5471.510400148681,30.688924043295664,17.64508900282146,27.790118500550697,0.7735713919301169
KSMF,2010,8,38.69542,-121.59077,0.0044994375703037,34.89375,5844.78125,15006.775,108.9,84.50625,10126.016666666666,3.742424242424242,26.478802932099875,8753.061641305943,2758.255712943857,22.810733432935187,13.851865380817902,26.785479364048964,14.786326060012184
KSMF,2010,9,38.69542,-121.59077,0.0044004400440044,22.383116883116884,11857.025974025973,11529.0,99.82467532467533,76.96753246753246,10205.666666666666,0.3543307086614173,16.166696200477592,10468.881998569595,6209.932506763828,34.78226073242799,20.357722059853828,27.613884381670964,2.9668206462316933
KSMF,2010,10,38.69542,-121.59077,0.0030581039755351,14.65680473372781,16162.384615384615,9972.514792899408,115.18934911242603,96.06508875739645,10158.541666666666,0.19047619047619047,13.617236686185509,9588.484573521857,5980.251656102406,35.28573339356067,18.392267400755266,37.261938097907695,0.734458012025583
KSMF,2010,11,38.69542,-121.59077,0.0010928961748633,38.345588235294116,9428.547445255474,14378.05109489051,98.62773722627738,66.68613138686132,10166.708333333334,2.7384615384615385,27.602839004944723,10342.415404373847,2948.0389426980505,22.385659570381893,21.711596191632086,46.05283699749533,14.775085800274933
KSMF,2010,12,38.69542,-121.59077,0.0,26.19871794871795,11263.615384615385,11953.76282051282,103.22435897435898,82.73717948717949,10143.65,4.567164179104478,22.287106028372857,10518.542323554482,5833.986506351054,31.343584766871334,17.848145174973546,62.788781581081,16.633351658231014
KSMF,2010,13,38.69542,-121.59077,0.0,29.62837837837838,11319.297297297297,13627.418918918918,92.5945945945946,66.10135135135135,10143.925,4.544117647058823,16.8128070739599,10449.118970418122,4700.855008368974,31.311000400706337,21.311661993775523,28.86076761908844,19.10821721515673
KSMF,2010,14,38.69542,-121.59077,0.0020768431983385,30.208,19533.6,16080.128,90.136,44.072,10167.983333333334,0.28346456692913385,19.919311427404704,6711.188699333713,143.91333503188648,39.04801510795353,27.773617093414632,50.03175182298024,1.2841996939313072
KSMF,2010,15,38.69542,-121.59077,0.0010940919037199,31.9140625,18159.328125,14892.328125,101.8046875,48.625,10216.152542372882,1.396551724137931,25.595283566439676,8034.297689036249,3090.916511912317,44.82319748715435,33.253500200588675,26.307721111156145,7.671380251461841
KSMF,2010,16,38.69542,-121.59077,0.0010928961748633,29.725806451612904,21645.645161290322,15518.725806451614,142.8548387096774,75.39516129032258,10185.041666666666,0.0,24.316122226978464,2778.8273955400755,2529.581736494204,51.74573444552804,25.334772706773084,28.72307532320319,0.0
KSMF,2010,17,38.69542,-121.59077,0.0010351966873706,38.875,19452.1640625,15338.65625,128.4765625,61.7265625,10184.683333333332,0.128,20.539188584667485,6784.184488764731,2903.3544933363514,43.89159244437538,27.415931584135233,29.22557396646578,0.8796626919523773
KSMF,2010,18,38.69542,-121.59077,0.0,45.796875,15497.71875,16004.9921875,130.671875,63.671875,10168.583333333334,0.12,25.612914857163652,9519.66860315927,616.1644183898202,40.444013869471654,31.34494631433938,52.93814105832738,0.5902432522055576
KSMF,2010,19,38.69542,-121.59077,0.001088139281828,40.31210191082803,9512.910828025477,13589.388535031847,87.50955414012739,52.07643312101911,10144.891666666666,3.474074074074074,28.754454170723086,10281.802035371109,4936.396263716255,27.28402788013598,18.63156317033485,38.491469279346425,14.449515629763184
KSMF,2010,20,38.69542,-121.59077,0.0,36.86666666666667,20653.983333333334,16093.0,128.95,46.34166666666667,10175.966666666667,0.224,25.382099605670074,5059.020330617603,0.0,49.38101734421418,27.949984090232633,63.24674015359283,2.5043961347997645
KSMF,2010,21,38.69542,-121.59077,0.001039501039501,44.12587412587413,10177.517482517482,14610.321678321678,111.0979020979021,71.46153846153847,10132.708333333334,7.746268656716418,25.57035782022744,10241.853750047803,3469.299634239217,28.597821911869854,11.937495213932664,41.530063188724284,24.77892828038117
KSMF,2010,22,38.69542,-121.59077,0.002171552660152,30.753731343283583,16144.432835820895,15102.208955223881,147.12686567164178,84.16417910447761,10136.908333333333,0.859375,22.61659400348024,9356.547373020418,3445.9924159007537,44.86846635231571,18.518104950971612,32.31982918493524,3.832587939625212
KSMF,2010,23,38.69542,-121.59077,0.0010741138560687,22.810606060606062,16547.863636363636,15861.378787878788,136.58333333333334,82.90151515151516,10133.216666666667,1.2142857142857142,19.051610328747444,9120.338076943837,935.4266000744068,52.876211720425914,21.491649309748283,50.02758622753357,8.584271331086539
KSMF,2010,24,38.69542,-121.59077,0.0020429009193054,52.023622047244096,17599.811023622045,15541.8031496063,137.39370078740157,60.488188976377955,10141.741666666667,0.640625,29.072013642897925,8511.559489783966,2120.937495016715,49.779220098910706,37.45894390449621,33.18005268769994,3.300523401584883
KSMF,2010,25,38.69542,-121.59077,0.0021528525296017,41.958333333333336,22000.0,16039.366666666667,175.08333333333334,40.425,10166.691666666668,0.0,27.06835289210107,0.0,413.69277630297813,62.85445149573045,47.00950422409237,27.559803829399083,0.0
KSMF,2010,26,38.69542,-121.59077,0.0031813361611876,46.71774193548387,18244.0564516129,15645.266129032258,146.7741935483871,34.556451612903224,10162.683333333332,0.6666666666666666,25.288115555644428,7907.16285062985,1998.2580792689812,51.0698292408927,47.90052402574245,16.038285776362436,3.054177467011372
KSMF,2010,27,38.69542,-121.59077,0.0020855057351407,27.10236220472441,21481.023622047243,15174.307086614173,158.7244094488189,72.62204724409449,10151.65,0.368,17.36253704930249,3349.765411034237,3258.650043094852,74.87011792551301,31.60870111617557,30.128757306044523,4.114365078599612
KSMF,2010,28,38.69542,-121.59077,0.0,41.04838709677419,14369.709677419354,16054.072580645161,159.4758064516129,88.55645161290323,10151.591666666667,0.088,17.092695553359395,9815.910006954065,248.22525088521095,42.8361339205938,26.984579281765726,40.686027959832934,0.5822093626312479
KSMF,2010,29,38.69542,-121.59077,0.0,40.40495867768595,18137.404958677685,16066.404958677685,137.3388429752066,37.14049586776859,10146.666666666666,0.232,20.32591880350336,7808.213171162053,205.9971512146223,45.75342495722921,38.46671846872391,17.251151871581722,1.5034154663685382
KSMF,2010,30,38.69542,-121.59077,0.0021551724137931,34.6,13556.622222222222,15794.985185185185,155.76296296296297,79.52592592592593,10157.225,1.976923076923077,19.40541546202326,10080.382217690276,1486.7568329676174,52.625146847373,25.375634579118994,33.054185842047644,7.548772049240944
KSMF,2010,31,38.69542,-121.59077,0.0,43.113821138211385,17658.666666666668,16093.0,207.04065040650406,127.5040650406504,10135.075,0.0,13.522418090597801,8228.405774188552,0.0,46.2642797404366,20.393013101059818,13.498311441241146,0.0
